aishe_code,institution_name,category,state,district,university_affiliation,source_year,verification_status,is_premium,naac_grade,established_year,cei_id,removal_reason
sri-guru-gobind-singh-college,Sri Guru Gobind Singh College,College,Chandigarh,Chandigarh,Panjab University,2020-21,UNVERIFIED,True,A,1966,CEI-IN-7DB4B895D0F9,INVALID_AISHE_FORMAT
chandigarh-college-engineering-technology-diploma,Chandigarh College of Engineering and Technology (Diploma Wing),College,Chandigarh,Chandigarh,PSBTE & IT,2020-21,UNVERIFIED,True,NA,1959,CEI-IN-A4BE54E9538F,INVALID_AISHE_FORMAT
government-college-of-education-chandigarh,Government College of Education,College,Chandigarh,Chandigarh,Panjab University,2020-21,UNVERIFIED,True,A,1954,CEI-IN-C9573B8795A7,INVALID_AISHE_FORMAT
post-graduate-government-college-sector-46,"Post Graduate Government College, Sector 46",College,Chandigarh,Chandigarh,Panjab University,2020-21,UNVERIFIED,True,A,1982,CEI-IN-39C2F0DBE952,INVALID_AISHE_FORMAT
goswami-ganesh-dutta-sd-college,Goswami Ganesh Dutta Sanatan Dharma College,College,Chandigarh,Chandigarh,Panjab University,2020-21,UNVERIFIED,True,A+,1973,CEI-IN-8710FB856ADD,INVALID_AISHE_FORMAT
government-college-of-art-chandigarh,Government College of Art,College,Chandigarh,Chandigarh,Panjab University,2020-21,UNVERIFIED,True,NA,1951,CEI-IN-B5CD0577161B,INVALID_AISHE_FORMAT
govt-college-commerce-business-administration,Government College of Commerce and Business Administration,College,Chandigarh,Chandigarh,Panjab University,2020-21,UNVERIFIED,True,NA,2006,CEI-IN-341D4CB4F124,INVALID_AISHE_FORMAT
government-home-science-college-chandigarh,Government Home Science College,College,Chandigarh,Chandigarh,Panjab University,2020-21,UNVERIFIED,True,A,1961,CEI-IN-4AA1F86AEB07,INVALID_AISHE_FORMAT
dev-samaj-college-for-women-45,Dev Samaj College for Women,College,Chandigarh,Chandigarh,Panjab University,2020-21,UNVERIFIED,True,A,1982,CEI-IN-C07D1E2A2D99,INVALID_AISHE_FORMAT
panjab-university-chandigarh,Panjab University,College,Chandigarh,Chandigarh,UGC,2020-21,UNVERIFIED,True,A++,1882,CEI-IN-797B1B0D120B,INVALID_AISHE_FORMAT
punjab-engineering-college,Punjab Engineering College (Deemed to be University),College,Chandigarh,Chandigarh,UGC - Deemed University,2020-21,UNVERIFIED,True,NA,1921,CEI-IN-9D4FBC7E8DF1,INVALID_AISHE_FORMAT
dav-college-sector-10,"DAV College, Sector 10",College,Chandigarh,Chandigarh,Panjab University,2020-21,UNVERIFIED,True,A,1958,CEI-IN-0D1348A5C537,INVALID_AISHE_FORMAT
post-graduate-government-college-for-girls-sector-42,"Post Graduate Government College for Girls, Sector 42",College,Chandigarh,Chandigarh,Panjab University,2020-21,UNVERIFIED,True,A,1982,CEI-IN-04516CB00B69,INVALID_AISHE_FORMAT
ihm-chandigarh,Dr. Ambedkar Institute of Hotel Management Catering and Nutrition,College,Chandigarh,Chandigarh,NCHMCT,2020-21,UNVERIFIED,True,NA,1990,CEI-IN-E535E01AD338,INVALID_AISHE_FORMAT
mcm-dav-college-for-women,Mehr Chand Mahajan DAV College for Women,College,Chandigarh,Chandigarh,Panjab University,2020-21,UNVERIFIED,True,A,1968,CEI-IN-B95B5556C84A,INVALID_AISHE_FORMAT
post-graduate-government-college-sector-11,"Post Graduate Government College, Sector 11",College,Chandigarh,Chandigarh,Panjab University,2020-21,UNVERIFIED,True,A,1953,CEI-IN-D0E482A40638,INVALID_AISHE_FORMAT
nitttr-chandigarh,National Institute of Technical Teachers Training and Research,College,Chandigarh,Chandigarh,Deemed University,2020-21,UNVERIFIED,True,NA,1967,CEI-IN-C27EE060CBC0,INVALID_AISHE_FORMAT
ktuje-raipur,Kushabhau Thakre Patrakarita Avam Jansanchar Vishwavidyalaya,College,Chhattisgarh,Raipur,,2020-21,UNVERIFIED,True,,2005,CEI-IN-469F745B3ACD,INVALID_AISHE_FORMAT
bit-durg,Bhilai Institute of Technology,College,Chhattisgarh,Durg,CSVTU Bhilai,2020-21,UNVERIFIED,True,,1986,CEI-IN-7C0361A3809E,INVALID_AISHE_FORMAT
pt-ravishankar-shukla-uni,Pt. Ravishankar Shukla University,College,Chhattisgarh,Raipur,,2020-21,UNVERIFIED,True,A,1964,CEI-IN-4CBB080D23CB,INVALID_AISHE_FORMAT
gmc-jagdalpur,Late Baliram Kashyap Memorial Government Medical College,College,Chhattisgarh,Bastar,Ayush University,2020-21,UNVERIFIED,True,,2006,CEI-IN-DE60385348D3,INVALID_AISHE_FORMAT
rcet-bhilai,Rungta College of Engineering and Technology,College,Chhattisgarh,Durg,CSVTU Bhilai,2020-21,UNVERIFIED,True,,,CEI-IN-88B1BDA8D03D,INVALID_AISHE_FORMAT
kalinga-university,Kalinga University,College,Chhattisgarh,Raipur,,2020-21,UNVERIFIED,True,,2013,CEI-IN-C9BBBC8E58F7,INVALID_AISHE_FORMAT
guru-ghasidas-vishwavidyalaya,Guru Ghasidas Vishwavidyalaya,College,Chhattisgarh,Bilaspur,,2020-21,UNVERIFIED,True,B+,1983,CEI-IN-3F0F81B53913,INVALID_AISHE_FORMAT
op-jindal-uni,OP Jindal University,College,Chhattisgarh,Raigarh,,2020-21,UNVERIFIED,True,,2014,CEI-IN-931E8D6E73B8,INVALID_AISHE_FORMAT
csvtu-bhilai,Chhattisgarh Swami Vivekanand Technical University,College,Chhattisgarh,Durg,,2020-21,UNVERIFIED,True,,2005,CEI-IN-9FEEB880B2DE,INVALID_AISHE_FORMAT
gec-raipur,Government Engineering College Raipur,College,Chhattisgarh,Raipur,CSVTU Bhilai,2020-21,UNVERIFIED,True,,2006,CEI-IN-F62DE346B7FE,INVALID_AISHE_FORMAT
cmd-college-bilaspur,C.M. Dubey Post Graduate College,College,Chhattisgarh,Bilaspur,Atal Bihari Vajpayee Vishwavidyalaya,2020-21,UNVERIFIED,True,,,CEI-IN-233510334639,INVALID_AISHE_FORMAT
aiims-raipur,All India Institute of Medical Sciences Raipur,College,Chhattisgarh,Raipur,,2020-21,UNVERIFIED,True,,2012,CEI-IN-6769886F81CB,INVALID_AISHE_FORMAT
igkv-raipur,Indira Gandhi Krishi Vishwavidyalaya,College,Chhattisgarh,Raipur,,2020-21,UNVERIFIED,True,,1987,CEI-IN-571DAA1484AB,INVALID_AISHE_FORMAT
gec-bilaspur,Government Engineering College Bilaspur,College,Chhattisgarh,Bilaspur,CSVTU Bhilai,2020-21,UNVERIFIED,True,,1964,CEI-IN-B811E6EEA0DB,INVALID_AISHE_FORMAT
gec-jagdalpur,Government Engineering College Jagdalpur,College,Chhattisgarh,Bastar,CSVTU Bhilai,2020-21,UNVERIFIED,True,,1983,CEI-IN-AE0FD071FB0B,INVALID_AISHE_FORMAT
ssipmt-raipur,Shri Shankaracharya Institute of Professional Management and Technology,College,Chhattisgarh,Raipur,CSVTU Bhilai,2020-21,UNVERIFIED,True,A,,CEI-IN-A013BE0BCB65,INVALID_AISHE_FORMAT
bastar-university,Shaheed Mahendra Karma Vishwavidyalaya,College,Chhattisgarh,Bastar,,2020-21,UNVERIFIED,True,,2008,CEI-IN-72730F38B4D7,INVALID_AISHE_FORMAT
iim-raipur,Indian Institute of Management Raipur,College,Chhattisgarh,Raipur,,2020-21,UNVERIFIED,True,,2010,CEI-IN-1A51CE46826A,INVALID_AISHE_FORMAT
cims-bilaspur,Chhattisgarh Institute of Medical Sciences,College,Chhattisgarh,Bilaspur,Ayush University,2020-21,UNVERIFIED,True,,2001,CEI-IN-A093054DC105,INVALID_AISHE_FORMAT
hnlu-raipur,Hidayatullah National Law University,College,Chhattisgarh,Raipur,,2020-21,UNVERIFIED,True,,2003,CEI-IN-840F77DF9E55,INVALID_AISHE_FORMAT
iiit-naya-raipur,Dr. Shyama Prasad Mukherjee International Institute of Information Technology Naya Raipur,College,Chhattisgarh,Raipur,,2020-21,UNVERIFIED,True,,2013,CEI-IN-7C8FE93CAFC5,INVALID_AISHE_FORMAT
amity-raipur,Amity University Chhattisgarh,College,Chhattisgarh,Raipur,,2020-21,UNVERIFIED,True,,2014,CEI-IN-DC696912BE32,INVALID_AISHE_FORMAT
mats-university,MATS University,College,Chhattisgarh,Raipur,,2020-21,UNVERIFIED,True,,2006,CEI-IN-0F4C3F03DA78,INVALID_AISHE_FORMAT
cv-raman-uni,Dr. C.V. Raman University,College,Chhattisgarh,Bilaspur,,2020-21,UNVERIFIED,True,,2006,CEI-IN-957121337FFF,INVALID_AISHE_FORMAT
sarguja-university,Sant Gahira Guru Vishwavidyalaya,College,Chhattisgarh,Surguja,,2020-21,UNVERIFIED,True,,2008,CEI-IN-FDD08E71E80D,INVALID_AISHE_FORMAT
nit-raipur,National Institute of Technology Raipur,College,Chhattisgarh,Raipur,,2020-21,UNVERIFIED,True,,1956,CEI-IN-568B0BAC34C9,INVALID_AISHE_FORMAT
national-institute-of-technolo-raipur,National Institute of Technology Raipur,College,Chhattisgarh,Raipur,,2020-21,UNVERIFIED,True,,,CEI-IN-CDAFA13EBB3D,INVALID_AISHE_FORMAT
iit-bhilai,Indian Institute of Technology Bhilai,College,Chhattisgarh,Durg,,2020-21,UNVERIFIED,True,,2016,CEI-IN-194ED68B9FC4,INVALID_AISHE_FORMAT
pt-jnm-medical-college,Pt. Jawahar Lal Nehru Memorial Medical College,College,Chhattisgarh,Raipur,Ayush University,2020-21,UNVERIFIED,True,,1963,CEI-IN-56894E766D84,INVALID_AISHE_FORMAT
itm-university-raipur,ITM University Raipur,College,Chhattisgarh,Raipur,,2020-21,UNVERIFIED,True,,2012,CEI-IN-8F73BDB1143E,INVALID_AISHE_FORMAT
govt-science-college-raipur,Government Nagarjuna Post Graduate College of Science,College,Chhattisgarh,Raipur,Pt. Ravishankar Shukla University,2020-21,UNVERIFIED,True,,,CEI-IN-F1D3091883A4,INVALID_AISHE_FORMAT
ayush-uni-raipur,Pt. Deendayal Upadhyay Memorial Health Sciences and Ayush University,College,Chhattisgarh,Raipur,,2020-21,UNVERIFIED,True,,2008,CEI-IN-7FD00C5EFEA7,INVALID_AISHE_FORMAT
icfai-raipur,ICFAI University Raipur,College,Chhattisgarh,Durg,,2020-21,UNVERIFIED,True,,2011,CEI-IN-2DF75FAF2A25,INVALID_AISHE_FORMAT
iiit-vadodara-diu-campus,Indian Institute of Information Technology Vadodara - International Campus Diu,College,Dadra and Nagar Haveli and Daman and Diu,Diu,,2020-21,UNVERIFIED,True,NA,2020,CEI-IN-AB5D21B355CA,INVALID_AISHE_FORMAT
ssr-college-of-arts-commerce-science,"SSR College of Arts, Commerce and Science",College,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Savitribai Phule Pune University,2020-21,UNVERIFIED,True,A,2006,CEI-IN-679F18980F6F,INVALID_AISHE_FORMAT
ssr-institute-of-management-research,SSR Institute of Management and Research,College,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Savitribai Phule Pune University,2020-21,UNVERIFIED,True,NA,2008,CEI-IN-A13F52CFD7B4,INVALID_AISHE_FORMAT
ssr-college-of-education,SSR College of Education,College,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Savitribai Phule Pune University,2020-21,UNVERIFIED,True,NA,2007,CEI-IN-EFB69E947F64,INVALID_AISHE_FORMAT
nift-daman,National Institute of Fashion Technology Daman,College,Dadra and Nagar Haveli and Daman and Diu,Daman,Ministry of Textiles,2020-21,UNVERIFIED,True,NA,2022,CEI-IN-2A5C3F468BDA,INVALID_AISHE_FORMAT
government-college-daman,"Government College, Daman",College,Dadra and Nagar Haveli and Daman and Diu,Daman,Veer Narmad South Gujarat University,2020-21,UNVERIFIED,True,B,1966,CEI-IN-44D8E034E618,INVALID_AISHE_FORMAT
government-polytechnic-diu,"Government Polytechnic, Diu",College,Dadra and Nagar Haveli and Daman and Diu,Diu,Gujarat Technological University,2020-21,UNVERIFIED,True,NA,2014,CEI-IN-3A560436D630,INVALID_AISHE_FORMAT
college-of-nursing-daman,"College of Nursing, Daman",College,Dadra and Nagar Haveli and Daman and Diu,Daman,Veer Narmad South Gujarat University,2020-21,UNVERIFIED,True,NA,2017,CEI-IN-A01C79BDF30D,INVALID_AISHE_FORMAT
dr-bba-government-polytechnic,Dr. B.B.A. Government Polytechnic,College,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Gujarat Technological University,2020-21,UNVERIFIED,True,NA,1994,CEI-IN-C9C7504AFC12,INVALID_AISHE_FORMAT
vaidik-dental-college-and-research-centre,Vaidik Dental College and Research Centre,College,Dadra and Nagar Haveli and Daman and Diu,Daman,Veer Narmad South Gujarat University,2020-21,UNVERIFIED,True,NA,2009,CEI-IN-D4CEB3A827F2,INVALID_AISHE_FORMAT
namo-medical-education-and-research-institute,Namo Medical Education and Research Institute,College,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Veer Narmad South Gujarat University,2020-21,UNVERIFIED,True,NA,2019,CEI-IN-C2075A8FA960,INVALID_AISHE_FORMAT
government-nursing-college-silvassa,"Government College of Nursing, Silvassa",College,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Veer Narmad South Gujarat University,2020-21,UNVERIFIED,True,NA,2009,CEI-IN-F671F96B4AA0,INVALID_AISHE_FORMAT
government-college-diu,"Government College, Diu",College,Dadra and Nagar Haveli and Daman and Diu,Diu,Bhakta Kavi Narsinh Mehta University,2020-21,UNVERIFIED,True,NA,2013,CEI-IN-421828A149A4,INVALID_AISHE_FORMAT
government-polytechnic-daman,"Government Polytechnic, Daman",College,Dadra and Nagar Haveli and Daman and Diu,Daman,Gujarat Technological University,2020-21,UNVERIFIED,True,NA,1989,CEI-IN-D31AD673232F,INVALID_AISHE_FORMAT
ttti-daman,Technical Training Institute Daman,College,Dadra and Nagar Haveli and Daman and Diu,Daman,SCVT,2020-21,UNVERIFIED,True,NA,1978,CEI-IN-279F0A0DDB8D,INVALID_AISHE_FORMAT
government-college-silvassa,Dr. A.P.J. Abdul Kalam Government College,College,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Gujarat University,2020-21,UNVERIFIED,True,B,2011,CEI-IN-7F99BA6369AE,INVALID_AISHE_FORMAT
ssr-college-of-pharmacy,SSR College of Pharmacy,College,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,Savitribai Phule Pune University,2020-21,UNVERIFIED,True,NA,2007,CEI-IN-9945315BB5EA,INVALID_AISHE_FORMAT
ihm-silvassa,"Institute of Hotel Management Catering Technology & Applied Nutrition, Silvassa",College,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,NCHMCT,2020-21,UNVERIFIED,True,NA,2010,CEI-IN-E0F3B900227E,INVALID_AISHE_FORMAT
hindu-college-delhi,Hindu College,College,Delhi,North Delhi,University of Delhi,2020-21,UNVERIFIED,True,A++,1899,CEI-IN-F24301316B8E,INVALID_AISHE_FORMAT
indian-institute-of-technology-new-delhi,Indian Institute of Technology Delhi,College,Delhi,New Delhi,,2020-21,UNVERIFIED,True,,,CEI-IN-5B077F828D74,INVALID_AISHE_FORMAT
jamia-millia-islamia-new-delhi,Jamia Millia Islamia,College,Delhi,New Delhi,,2020-21,UNVERIFIED,True,,,CEI-IN-4012F6CA07F0,INVALID_AISHE_FORMAT
national-institute-of-technolo-new-delhi,National Institute of Technology Delhi,College,Delhi,New Delhi,,2020-21,UNVERIFIED,True,,,CEI-IN-CB42D0AA128C,INVALID_AISHE_FORMAT
maulana-azad-medical-college,Maulana Azad Medical College,College,Delhi,Central Delhi,University of Delhi,2020-21,UNVERIFIED,True,NA,1959,CEI-IN-8025DCAE9546,INVALID_AISHE_FORMAT
guru-gobind-singh-indraprastha-new-delhi,Guru Gobind Singh Indraprastha University,College,Delhi,New Delhi,,2020-21,UNVERIFIED,True,,,CEI-IN-B7712EE51FD6,INVALID_AISHE_FORMAT
adgitm-delhi,Dr. Akhilesh Das Gupta Institute of Technology & Management,College,Delhi,Shastri Park,,2020-21,UNVERIFIED,True,,,CEI-IN-19E1E753F7A1,INVALID_AISHE_FORMAT
university-of-delhi,University of Delhi,College,Delhi,North Delhi,UGC,2020-21,UNVERIFIED,True,A+,1922,CEI-IN-466A3576B71B,INVALID_AISHE_FORMAT
vardhman-mahavir-medical-college,Vardhman Mahavir Medical College & Safdarjung Hospital,College,Delhi,South West Delhi,GGSIPU,2020-21,UNVERIFIED,True,NA,2001,CEI-IN-2C408F3AE293,INVALID_AISHE_FORMAT
iiit-delhi,Indraprastha Institute of Information Technology Delhi,College,Delhi,South East Delhi,UGC,2020-21,UNVERIFIED,True,A,2008,CEI-IN-8D7390C39876,INVALID_AISHE_FORMAT
miranda-house,Miranda House,College,Delhi,North Delhi,University of Delhi,2020-21,UNVERIFIED,True,A++,1948,CEI-IN-76FC08FD209B,INVALID_AISHE_FORMAT
school-of-planning-and-architecture-delhi,"School of Planning and Architecture, New Delhi",College,Delhi,Central Delhi,,2020-21,UNVERIFIED,True,NA,1941,CEI-IN-7ED16C0143D9,INVALID_AISHE_FORMAT
nsut-delhi,Netaji Subhas University of Technology,College,Delhi,Dwarka Sector 3,,2020-21,UNVERIFIED,True,,,CEI-IN-4AE31935929E,INVALID_AISHE_FORMAT
msit-delhi,Maharaja Surajmal Institute of Technology,College,Delhi,Janakpuri,,2020-21,UNVERIFIED,True,,,CEI-IN-F2A406619948,INVALID_AISHE_FORMAT
shri-ram-college-of-commerce,Shri Ram College of Commerce,College,Delhi,North Delhi,University of Delhi,2020-21,UNVERIFIED,True,A++,1926,CEI-IN-0DD7A4E9991E,INVALID_AISHE_FORMAT
netaji-subhas-university-of-technology,Netaji Subhas University of Technology,College,Delhi,South West Delhi,UGC,2020-21,UNVERIFIED,True,A,1983,CEI-IN-83DA67EF47E2,INVALID_AISHE_FORMAT
delhi-technological-university-new-delhi,Delhi Technological University,College,Delhi,New Delhi,,2020-21,UNVERIFIED,True,,,CEI-IN-B7796A92F416,INVALID_AISHE_FORMAT
aiims-new-delhi,"All India Institute of Medical Sciences, New Delhi",College,Delhi,South Delhi,,2020-21,UNVERIFIED,True,NA,1956,CEI-IN-48A0F7E33E23,INVALID_AISHE_FORMAT
netaji-subhas-university-of-te-new-delhi,Netaji Subhas University of Technology,College,Delhi,New Delhi,,2020-21,UNVERIFIED,True,,,CEI-IN-6ADAB3D15E8F,INVALID_AISHE_FORMAT
bharati-vidyapeeths-college-of-new-delhi,Bharati Vidyapeeth's College of Engineering,College,Delhi,New Delhi,,2020-21,UNVERIFIED,True,,,CEI-IN-EBBF2EBE016C,INVALID_AISHE_FORMAT
jamia-millia-islamia,Jamia Millia Islamia,College,Delhi,South East Delhi,UGC,2020-21,UNVERIFIED,True,A++,1920,CEI-IN-9AE62BE69749,INVALID_AISHE_FORMAT
national-law-university-delhi,"National Law University, Delhi",College,Delhi,South West Delhi,Bar Council of India,2020-21,UNVERIFIED,True,A,2008,CEI-IN-B69064C1DDD9,INVALID_AISHE_FORMAT
iit-delhi,Indian Institute of Technology Delhi,College,Delhi,South Delhi,,2020-21,UNVERIFIED,True,NA,1961,CEI-IN-DEE050935DD5,INVALID_AISHE_FORMAT
ambedkar-university-delhi,Dr. B.R. Ambedkar University Delhi,College,Delhi,Central Delhi,UGC,2020-21,UNVERIFIED,True,B++,2007,CEI-IN-C9569CEC25B0,INVALID_AISHE_FORMAT
dtu-delhi,Delhi Technological University (DTU),College,Delhi,Bawana Road,,2020-21,UNVERIFIED,True,,,CEI-IN-0DBA27A8BA89,INVALID_AISHE_FORMAT
delhi-technological-university,Delhi Technological University,College,Delhi,North West Delhi,UGC,2020-21,UNVERIFIED,True,A,1941,CEI-IN-6823F7D8CA96,INVALID_AISHE_FORMAT
lady-hardinge-medical-college,Lady Hardinge Medical College,College,Delhi,New Delhi,University of Delhi,2020-21,UNVERIFIED,True,NA,1916,CEI-IN-EE9A92FC22E3,INVALID_AISHE_FORMAT
indira-gandhi-delhi-technical-university-for-women,Indira Gandhi Delhi Technical University for Women,College,Delhi,Central Delhi,UGC,2020-21,UNVERIFIED,True,A,1998,CEI-IN-4CEFABFD755F,INVALID_AISHE_FORMAT
nit-delhi,National Institute of Technology Delhi,College,Delhi,New Delhi,,2020-21,UNVERIFIED,True,,,CEI-IN-4AEBD9745016,INVALID_AISHE_FORMAT
mait-delhi,Maharaja Agrasen Institute of Technology,College,Delhi,Rohini Sector-22,,2020-21,UNVERIFIED,True,,,CEI-IN-318791A54A3B,INVALID_AISHE_FORMAT
bvcoe-delhi,Bharati Vidyapeeth's College of Engineering,College,Delhi,Paschim Vihar,,2020-21,UNVERIFIED,True,,,CEI-IN-43430C9F0322,INVALID_AISHE_FORMAT
jawaharlal-nehru-university,Jawaharlal Nehru University,College,Delhi,South West Delhi,UGC,2020-21,UNVERIFIED,True,A++,1969,CEI-IN-02BFE3017494,INVALID_AISHE_FORMAT
guru-gobind-singh-indraprastha-university,Guru Gobind Singh Indraprastha University,College,Delhi,South West Delhi,UGC,2020-21,UNVERIFIED,True,A++,1998,CEI-IN-164C46DDA0C2,INVALID_AISHE_FORMAT
st-stephens-college-delhi,St. Stephen's College,College,Delhi,North Delhi,University of Delhi,2020-21,UNVERIFIED,True,A,1881,CEI-IN-A4BA38EB37F9,INVALID_AISHE_FORMAT
govt-college-quepem,"Government College of Arts, Science and Commerce, Quepem",College,Goa,South Goa,Goa University,2020-21,UNVERIFIED,True,,,CEI-IN-1A8415D9D41E,INVALID_AISHE_FORMAT
st-xaviers-college-mapusa,St. Xavier's College,College,Goa,North Goa,Goa University,2020-21,UNVERIFIED,True,,,CEI-IN-D80353604037,INVALID_AISHE_FORMAT
institute-nursing-education-goa,Institute of Nursing Education,College,Goa,North Goa,Goa University,2020-21,UNVERIFIED,True,,,CEI-IN-685C9B27F672,INVALID_AISHE_FORMAT
nit-goa,National Institute of Technology Goa,College,Goa,South Goa,,2020-21,UNVERIFIED,True,,2010,CEI-IN-8AA4C5852BB4,INVALID_AISHE_FORMAT
goa-university,Goa University,College,Goa,North Goa,,2020-21,UNVERIFIED,True,B++,1985,CEI-IN-F09CF102F232,INVALID_AISHE_FORMAT
pcce-verna,Padre Conceicao College of Engineering,College,Goa,South Goa,Goa University,2020-21,UNVERIFIED,True,,,CEI-IN-DB0E5A5CEF37,INVALID_AISHE_FORMAT
dhempe-college,Dhempe College of Arts and Science,College,Goa,North Goa,Goa University,2020-21,UNVERIFIED,True,,,CEI-IN-C78A0ED97F3A,INVALID_AISHE_FORMAT
goa-college-of-pharmacy,Goa College of Pharmacy,College,Goa,North Goa,Goa University,2020-21,UNVERIFIED,True,,,CEI-IN-503F6B50EB02,INVALID_AISHE_FORMAT
national-institute-of-technolo-farmagudi,National Institute of Technology Goa,College,Goa,Farmagudi,,2020-21,UNVERIFIED,True,,,CEI-IN-EA737DE91FA8,INVALID_AISHE_FORMAT
agnel-institute-assagao,Agnel Institute of Technology and Design,College,Goa,North Goa,Goa University,2020-21,UNVERIFIED,True,,,CEI-IN-626C9F352B6B,INVALID_AISHE_FORMAT
vm-salgaocar-law-college,V.M. Salgaocar College of Law,College,Goa,North Goa,Goa University,2020-21,UNVERIFIED,True,,,CEI-IN-04E9F05B6392,INVALID_AISHE_FORMAT
gomantak-ayurveda-mahavidyalaya,Gomantak Ayurveda Mahavidyalaya and Research Centre,College,Goa,North Goa,Goa University,2020-21,UNVERIFIED,True,,,CEI-IN-77A378E6C7F6,INVALID_AISHE_FORMAT
goa-institute-of-management,Goa Institute of Management,College,Goa,North Goa,,2020-21,UNVERIFIED,True,,1993,CEI-IN-5294159B6144,INVALID_AISHE_FORMAT
bits-pilani-goa,"Birla Institute of Technology and Science, Pilani - Goa Campus",College,Goa,South Goa,,2020-21,UNVERIFIED,True,,2004,CEI-IN-C3A6317460D2,INVALID_AISHE_FORMAT
shree-rayeshwar-institute,Shree Rayeshwar Institute of Engineering and Information Technology,College,Goa,North Goa,Goa University,2020-21,UNVERIFIED,True,,,CEI-IN-FE93C28CEF27,INVALID_AISHE_FORMAT
iit-goa,Indian Institute of Technology Goa,College,Goa,North Goa,,2020-21,UNVERIFIED,True,,2016,CEI-IN-BFC09F4CE682,INVALID_AISHE_FORMAT
don-bosco-college-engineering,Don Bosco College of Engineering,College,Goa,South Goa,Goa University,2020-21,UNVERIFIED,True,,,CEI-IN-DB73A4C5C541,INVALID_AISHE_FORMAT
